,asin,category,color,description,details,name,size,department,demographic,division,subcategory,type,detail_type
317,B0083KP432," Tops, Tees & Blouses ",missing,92% Poly | 8% Spandex Made in USA spaghetti ties closure Gentle cycle cold or hand wash Quality fabric feels slinky soft and smooth on your skin Slimming tummy flattering flirty hemline; short sleeves shirt Blouse has adjustable ties at mid bustline,missing,Funfash Plus Size Women New Slimming Empire Waist Short Sleeves Blouse Top Shirt,missing,"Clothing, Shoes & Jewelry ", Women , Clothing ,Blouses & Button-Down Shirts,,
318,B0083LNDH0,Fashion Sneakers,missing,"Nylon^Suede Imported Rubber sole Nylon & Suede upper Lace-up front, padded collar and tongue Textile lining and cushioned insole Shock-absorbing low profile EVA midsole XT-600 triangular lug rubber outsole",missing,Saucony Originals Men's Jazz Low Pro Classic Sneaker,missing,"Clothing, Shoes & Jewelry ", Men , Shoes ,,,
319,B0083LOWNY,Boots,missing,"MAN MADE UPPER 3 3/8 Heel Height, 14 3/4 Shaft Height, 13 3/8 Shaft Width Man Made Upper Double Buckle Boot",missing,Rialto 'Maria' Women's Boot,missing,"Clothing, Shoes & Jewelry ", Women , Shoes ,,,
320,B0083LPEZO, Athletic ,missing,"100% Nylon and Suede Imported Rubber sole Original retro runner sneaker featuring wavy logo overlays each with tonal stitched ""S"" Padded tongue and collar Tri-layered platform midsole",missing,Saucony Originals Women's Jazz Sneaker,missing,"Clothing, Shoes & Jewelry ", Women , Shoes , Running ,Road Running,
321,B0083M23HA,Fashion Sneakers,missing,100% Syntheric/Nylon Imported Rubber sole Vegan low-top sneaker with canvas upper featuring padded tongue and collar Cushioned footbed for shock absorption Textile lining,missing,Saucony Originals Men's Jazz Low Pro Vegan Sneaker,missing,"Clothing, Shoes & Jewelry ", Men , Shoes ,,,
322,B0083M2DR0, Athletic ,missing,100% Synthetic/Nylon Imported Rubber sole Classic retro sneaker silhouette constructed without animal products featuring speckled midsole Wavy logo with stitched S Padded tongue and collar,missing,Saucony Originals Women's Jazz Low Pro Vegan Running Shoe,missing,"Clothing, Shoes & Jewelry ", Women , Shoes , Running ,Road Running,
323,B0083N2JQO, Athletic ,missing,100% Leather and fabric Imported Rubber sole Gorgeous threading creates an ombre effect in this lovely-yet-sporty low-top from Saucony.,missing,Saucony Originals Women's Bullet Ombre Fashion Sneaker,missing,"Clothing, Shoes & Jewelry ", Women , Shoes , Running ,Road Running,
324,B0083QLONK," Lingerie, Sleep & Lounge ",missing,"100% Nylon Hook and Eye closure Hand Wash 1"" high 8"" wide Pack of three bra extenders with hook-and-eye closures Hooks onto bra's hook and eyes to extend the reach of bra",missing,Maidenform Women's Two-Hook 3/4 Inch Bra Extender,missing,"Clothing, Shoes & Jewelry ", Women , Clothing , Lingerie , Accessories ,Bra Extenders
325,B0083QLOOO," Lingerie, Sleep & Lounge ",missing,"100% Nylon Hook and Eye closure Hand Wash Three-pack bra extender panels with three hook-and-eye closures Fits three-hook bras with .75"" spacing Includes white, nude, and black colors",missing,Maidenform Women's Three-Hook Bra Extender,missing,"Clothing, Shoes & Jewelry ", Women , Clothing , Lingerie , Accessories ,Bra Extenders
326,B0083QLOW6," Lingerie, Sleep & Lounge ",missing,"79% Nylon, 21% Elastane Hand Wash Three-pack of bra strap holders in white, nude, and black Transforms bras to match racer back style tops and dresses Keeps bra straps off shoulders Provides extra lift",missing,Maidenform Women's Elastic Bra Strap Holder,missing,"Clothing, Shoes & Jewelry ", Women , Clothing , Lingerie , Bras ,Everyday Bras
327,B0083QLPYI," Lingerie, Sleep & Lounge ",missing,100% Nylon Hook and Eye closure Hand Wash Hooks onto your bra's hook and eyes to extend the reach of your bra band Multi pack includes white nude and black to match all your favorite bras Fits 2 hook bras with 1/2 inch spacing,missing,Maidenform Women's 2 Hook 1/2 Inch Spacing Bra Extender,missing,"Clothing, Shoes & Jewelry ", Women , Clothing , Lingerie , Bras ,Everyday Bras
328,B0083QLQ10," Lingerie, Sleep & Lounge ",missing,100% Nylon Made in USA or Imported Hook and Eye closure Hand Wash Three pack of bra band extenders each featuring four hooks and eyes,missing,Maidenform Women's Four-Hook Bra Extender,missing,"Clothing, Shoes & Jewelry ", Women , Clothing , Lingerie , Accessories ,Bra Extenders
329,B0083QLQ6K," Lingerie, Sleep & Lounge ",missing,100% Polyurethane Hand Wash Made from Clear 100% Polyurethane to remain invisible under clothes. Simply attach the holder around the middle of your bra straps clip together and adjust to fit. Keep your bra straps from sliding down your shoulders and keep them hidden under tank tops. Perfect under racer-back tank tops to keep your bra straps invisible. Also provides lift for a fuller looking silhouette. Clips easily and securely together. Customize to your clothes with easy slide adjustment.,missing,Maidenform Women's Bra Strap Holder,missing,"Clothing, Shoes & Jewelry ", Women , Clothing , Lingerie , Accessories ,Pads & Enhancers
330,B0083QNLOK," Lingerie, Sleep & Lounge ",missing,"bra: 100% polyurethane foam cups covered with 85% polyester/15% spandex; 2 dyed to match straps: 79% polyamide/21% elastane; 1 clear halter strap: 100 Imported Hook and Bar closure Hand Wash Our convertible Sexy Plunge Bra is definitly one of our most versatile bras! This bra is not designed to be worn strapless. A Clear Halter Strap as well as dyed to match Shoulder Straps and Low Back Converter are included in the branded accessories box that ships with your bra. Wear with the plunging V-neck dresses and tops in your wardrobe. Gives shape in plunging necklines. Includes regular shoulder straps, a clear halter strap, a regular back strap and a low back converter. All straps are adjustable.",missing,Maidenform Women's Sexy Plunge Convertible Bra-Fully Adjustable,missing,"Clothing, Shoes & Jewelry ", Women , Clothing , Lingerie , Bras ,Everyday Bras
331,B0083S18LQ," Tops, Tees & Blouses ",unavailable,Imported Button closure,missing,Allegra K Ladies Button Decor Long Batwing Sleeve Loose Tunic Blouse Dark Gray M,missing,"Clothing, Shoes & Jewelry ", Women , Clothing ,Blouses & Button-Down Shirts,,
332,B0083SVENI,Jeans,missing,"70% Cotton, 27% Polyester, 3% Spandex Imported Machine Wash High rise Curvy fit",missing,Silver Jeans Women's Suki High Rise Twill Bootcut Jean,missing,"Clothing, Shoes & Jewelry ", Women , Clothing ,,,
333,B0083U2PTS, Jewelry Boxes & Organizers ,unavailable,"Creative Hobbies Black velvet lined tray features 20 hooks to organize your bracelets and necklaces. A great alternative jewelry storage organizer to a jewelry box or as a simple decoration. Purchase several trays and they can stack on one another for storage and transport. Great for displaying jewelry at craft fairs, shows, flea markets and retail stores. Overall dimension: 13.75"" L x 9.5"" W x 1.25"" D",missing,Creative Hobbies Black Velvet Jewelry Display Tray with 20 Hooks is Perfect for Bracelets Necklace Organizer -Stackable,missing,"Clothing, Shoes & Jewelry "," Shoe, Jewelry & Watch Accessories ", Jewelry Accessories ,Jewelry Trays,,
334,B0083URGHE, Bracelets ,unavailable,"Including one velvet bag printed brand name ""KONOV"" on it. Color: Silver & Black Width: 14mm(0.55"") Length: 8.66""(22cm) Material: Stainless Steel",missing,KONOV Jewelry Stainless Steel Vintage Dragon Men's Bracelet,missing,"Clothing, Shoes & Jewelry ", Men , Jewelry ,Link,,
335,B0083URGZ6,Earrings,unavailable,"Including one velvet bag printed brand name ""KONOV"" on it. Earrings Height: 10mm Width: 10mm Material: Stainless Steel; Color: Silver Unit: 1 Pair (2pcs)",missing,"KONOV Vintage Stainless Steel CZ Men's Royal Crown Stud Earrings Set, 2pcs, Color Silver",missing,"Clothing, Shoes & Jewelry ", Men , Jewelry ,,,
336,B0083V5VLG, Active ,missing,"Cotton,Nylon,Polyester,Spandex Once you slip into a pair of these UA Charged Cotton Crew socks from Under Armour®, there's a good chance you won't want to train in anything else!",missing,Under Armour Men's Charged Cotton Crew Socks (6 Pack),missing,"Clothing, Shoes & Jewelry ", Men , Clothing ,Athletic Socks,,
337,B0083V788U,Pumps,missing,"Synthetic Manmade Material Mid Wedge Heels Open-Toe Heel Height: 1.9"" Origin: Made in China",missing,Ollio Women's Ballet Shoe Casual Comfort Mid Heel Multi Color Pump,missing,"Clothing, Shoes & Jewelry ", Women , Shoes ,,,
338,B0083VS9ZG, Clothing ,missing,100% Cotton Expandable lap shoulders slip easily over ears Nickel-free snaps on reinforced panel last longer through all of those diaper changes Machine washable,missing,Carter's Baby Girl's 5-Pack Short Sleeve Bodysuits,missing,"Clothing, Shoes & Jewelry ", Baby , Baby Girls ,Bodysuits,,
339,B0083W55FC,Wrist Watches,unavailable,Imported Quartz movement Brass case with white dial and full Arabic numerals Mineral crystal Indiglo night-light Water resistant to 30 M,missing,"Timex Women's T2N915 ""Weekender"" Green Nylon Strap Watch",missing,"Clothing, Shoes & Jewelry ", Women , Watches ,,,
340,B0083WIU1S," Lingerie, Sleep & Lounge ",missing,100% Polyester Machine Wash Super soft micro fleece Matching dog jacket available!,missing,Karen Neuburger Women's Microfleece Girlfriend Pajama Set,missing,"Clothing, Shoes & Jewelry ", Women , Clothing , Sleep & Lounge ,Sets,
341,B0083XC3D8,,unknown color,unknown details,missing,unknown product name,missing,unknown category,,,,,
342,B0083XC4GO,,unknown color,unknown details,missing,unknown product name,missing,unknown category,,,,,
343,B0083XDUDU,,unknown color,unknown details,missing,unknown product name,missing,unknown category,,,,,
344,B0083XDXU0,,unknown color,unknown details,missing,unknown product name,missing,unknown category,,,,,
345,B0083XHOIW,,unknown color,unknown details,missing,unknown product name,missing,unknown category,,,,,
346,B0083XI3BY,,unknown color,unknown details,missing,unknown product name,missing,unknown category,,,,,
347,B0083XI7XI,,unknown color,unknown details,missing,unknown product name,missing,unknown category,,,,,
348,B0083XXSAU,,unknown color,unknown details,missing,unknown product name,missing,unknown category,,,,,
349,B0083ZCLWY,Bracelets,unavailable,Bohemia designs friendship bead charm leather bracelet for men & women New,missing,"BONAMART Leather Bracelet Bracelet Beads , Cool Bangle Bracelet for Women for Men, for Unisex",missing,"Clothing, Shoes & Jewelry ", Women , Jewelry ,,,
350,B0083ZD34O,Bracelets,unavailable,Cool Cross designs friendship bead charm leather bracelet for men & women New bracelet for boys,missing,"BONAMART Leather Bracelet, Cool Cross Bracelet for Boys for Men, for Unisex",missing,"Clothing, Shoes & Jewelry ", Men , Jewelry ,,,
351,B008401T9E, Hats & Caps ,missing,"Washed Cotton Imported 100% pigment dyed washed cotton 6 panel low crown -unstructured Fabric strap closure with metal buckle Washed cotton look with air holes on top Comes in 12 Colors, Royal, Red, Black, Navy, Yellow Gold, Light Blue, Pink, Khaki, Royal/Khaki, Red/Khaki, Black/Khaki, Navy Blue/ Khaki",missing,Mens Vintage Pigment Dyed Washed Cotton Cap Adjustable Hat Black and Navy Blue,missing,"Clothing, Shoes & Jewelry ", Men , Accessories ,Baseball Caps,,
352,B008402RCM, Jewelry Boxes & Organizers ,missing,"This fits your .     Make sure this fitsby entering your model number.    P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) You don't have to sacrifice your beauty routine to save space in your home with the Mirrotek Plaza Astoria Over the Door / Wall Mount Jewelry Armoire with Full Length Mirror. Made in America, this armoire has room for all of your cosmetics, jewelry, and other personal items. This over the door jewelry armoire measures 14W x 4D x 48H and may need some assembly. Made of wood and shatter-proof glass, this jewelry armoire can hold up to 96 rings, 48 earrings, 36 necklaces, and more. This space saving jewelry armoire comes in either a black or white frame around a shatterproof glass mirror and features hooks and drawers for jewelry storage. Mirrotek has been proudly manufacturing quality products in the United States since 1942.",missing,"Plaza Astoria Wall/Door-Mount Jewelry Armoire, White",missing,"Clothing, Shoes & Jewelry "," Shoe, Jewelry & Watch Accessories ", Jewelry Accessories ,Jewelry Armoires,,
353,B008402RQI, Jewelry Boxes & Organizers ,missing,"This fits your .     Make sure this fitsby entering your model number.    P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) A Full Length Over the Door or Wall Mounted Jewelry Armoire with a Built in Vanity Mirror and Full Length Dressing Mirror Complete with an Elegant Cherry Wood Finish Easily Organize and Store Your Jewelry, Safely Store Up To 36 Necklaces, 48 Earrings Including Hanging, Studs, Hoops and Clips Styles, 96 Rings and More Includes All Hardware to Either Hang The Jewelry Armoire Over the Door or Mount it to the Wall for a Simple and Easy Installation, The Over the Door Brackets Can Be Height Adjusted The Jewelry Armoire Measures 48""H x 14""W x 4.2""D and Features a Lined Jewelry Storage Area with Multiple Organizational Compartments and a Built in Vanity Mirror Buy with Confidence, We Proudly Build and Manufacture Each and Every Jewelry Armoire's in the US Since 1942 and Deliver an Armoire with Unsurpassed Quality and Function",missing,"Plaza Astoria Over The Door/Wall-Mount Jewelry Armoire with Full Length Mirror, Lined Storage Interior, Vanity Mirror, Cherry",missing,"Clothing, Shoes & Jewelry "," Shoe, Jewelry & Watch Accessories ", Jewelry Accessories ,Jewelry Armoires,,
354,B00840RQOQ, Clothing ,missing,"100% Cotton Imported Machine Wash Newborn and 0-3 sizes have fold over mitt to protect baby from scratching sizes 3-6, 6-9 sleeves have regular binding Center front opening makes dressing your baby easier Safety stitching on all seams provides extra strength Tagless neck label protects baby's delicate skin",missing,Disney Baby-Girls Newborn Minnie Mouse My First Christmas Sleep And Play Romper,missing,"Clothing, Shoes & Jewelry ", Baby , Baby Girls , Footies & Rompers ,Rompers,
355,B00840RU1A, Clothing ,missing,"100% Cotton Imported Machine Wash Newborn and 0-3 sizes have fold over mitt to protect baby from scratching sizes 3-6, 6-9 sleeves have regular binding Center front opening makes dressing your baby easier Safety stitching on all seams provides extra strength Tagless neck label protects baby's delicate skin",missing,Disney Baby-Boys Newborn Mickey Mouse My First Christmas Sleep And Play Romper,missing,"Clothing, Shoes & Jewelry ", Baby , Baby Boys , Footies & Rompers ,Rompers,
356,B00841HFMI,Belts,missing,Please select your size according to the measurements below. Waist: (One Size) 34-46 inches Width: (One Size) 3 inches,missing,eVogues Plus Size Rhinestone Studded Elastic Belt,missing,"Clothing, Shoes & Jewelry ", Women , Accessories ,,,
357,B00841RF2S, Swimsuits & Cover Ups ,unavailable,Imported Light weight material Floral Print with Black border Machine wash delicate Dry Flat Approx 140x100cm,missing,World Pride Chiffon Sexy Wrap Dress Sarong Beach Scarf Shawl Dress up Wrap (Black Red),missing,"Clothing, Shoes & Jewelry ", Women , Clothing ,Cover-Ups,,
358,B00842Z7GS,Slippers,missing,100% Synthetic Rubber sole,missing,Tamarac by Slippers International Women's Emily Slipper,missing,"Clothing, Shoes & Jewelry ", Women , Shoes ,,,
359,B00843CFAS, Novelty ,missing,"100% Cotton Machine Wash Lisensed tees 100% Cotton Short sleeve, fitted t-shirt Crew neckline Super soft to touch",missing,FEA Women's Led Zeppelin JRS America 1977 Tissue tee,missing,"Clothing, Shoes & Jewelry ", Novelty & More , Clothing , Women , Tops & Tees ,T-Shirts
360,B00843JAZQ, Earrings ,missing,Sterling silver Mickey Mouse stud earring featuring round-cut simulated birthstones Friction-back post Imported,missing,Disney Mickey Mouse Crystal Birthstone Stud Earrings,missing,"Clothing, Shoes & Jewelry ", Women , Jewelry ,Stud,,
361,B00843JBWI, Necklaces ,missing,"Celebrate her birthday with this sweet officially-licensed Disney necklace, which features a Mickey Mouse pendant with a synthetic birthstone. Arrives in a Disney gift box Link chain with spring-ring clasp Imported",missing,"Disney ""Mickey"" Crystal Birthstone Pendant Necklace, 18""",missing,"Clothing, Shoes & Jewelry ", Women , Jewelry ,Pendants,,
362,B00843L4S2,Wrist Watches,missing,"Stainless steel watch with white dial featuring blue dauphine hands and day and date subdials 42 millimeters stainless steel case with mineral crystal dial window Japanese quartz movement with analog display Leather-synthetic band with buckle closure Water resistant to 30 m (99 ft): In general, withstands splashes or brief immersion in water, but not suitable for swimming",missing,"Citizen Men's Eco-Drive Stainless Steel Casual Watch with Day/Date, AO9000-06B",missing,"Clothing, Shoes & Jewelry ", Men , Watches ,,,
363,B00845C8S0, Hats & Caps ,missing,"One Size Fits Most ( 22.5"" Circumference x 4"" Deep Crown x 1.75"" Brim ) 70% Linen 30% Viscose. Hidden Matching Sweatband. Tiered Headband & Flower accent. Dry Clean Only.",missing,Womens Solid Linen Blend Flower Accent Cloche Bucket Bell Summer Hat,missing,"Clothing, Shoes & Jewelry ", Women , Accessories ,Bucket Hats,,
364,B00846PKS4,,unknown color,unknown details,missing,unknown product name,missing,unknown category,,,,,
365,B00846UGNI,Jewelry Sizers & Mandrels,missing,"COMFORTABLE: Our Natural Core Foam is the perfect blend of support and softness for standing all day in the kitchen or office. SAFE: Advanced beveled edge and super non-slip bottom to prevent tripping. MULTI-USE FLOOR MAT: The our standing pad is exceptional for your office while standing at your desk, the kitchen while doing dishes, the laundry room while folding clothes and while working at your workbench. ECO-FRIENDLY: Highest quality materials with NO toxic off-gassing smell. Manufactured from superior materials, the our cushioned mat core is made of thick, high-density foam that reduce discomfort on feet, knees, legs, and back while standing for an extended period. DURABILITY: Our Anti Fatigue Mat will stand the test of time and you have a Lifetime replacement promise if it doesn't. Highest quality materials will not break down or compress over time. Strong, durable support for high traffic areas. Easy to clean waterproof material can be vacuumed or wiped with a damp cloth. **Not intended for use with high heels** GUARANTEE: No questions asked guarantee. We ALWAYS stand by our products and believe the customer is always right. TOP RANKED: Buy today and join the millions of satisfied former foot, knee, joint, leg, and back pain sufferers that are enjoying better posture, muscle conditioning and improved overall health and well being.",missing,"Comfort Anti Fatigue Mat, Perfect Comfort for Kitchens Rugs and Office Standing Desks, (15""x10""x3/4"") Black",missing,"Arts, Crafts & Sewing ", Beading & Jewelry Making , Jewelry Making Tools & Accessories ,,,
366,B00846Y7FQ,,unknown color,unknown details,missing,unknown product name,missing,unknown category,,,,,
367,B00846Y7UQ,,unknown color,unknown details,missing,unknown product name,missing,unknown category,,,,,
368,B008473Q20,,unknown color,unknown details,missing,unknown product name,missing,unknown category,,,,,
369,B00847BY2E, Skirts ,missing,92% Cotton/8% Spandex Made in USA Pull On closure,missing,"Ladies Basic Solid Color Mini Skirt, USA Made, Multiple Colors Available",missing,"Clothing, Shoes & Jewelry ", Women , Clothing ,Night Out,,
370,B00847DG8Y," Tops, Tees & Blouses ",missing,"100% Cotton 100% Cotton; Delicate and exquisite hand embroidery Round neck tunic with smocking details in the front. You may wear this tunic fitting or loose, depending on your style. So we have given the kurti chest sizes (not body chest sizes) inthe product description. Check those to choose the kurti size you may want to wear. Machine wash cold; Delicate cycle; Use mesh; Line dry; Light Iron Place the order for the size nearest to your chest size (circumference for the fullest part of the chest).",missing,"Ayurvastram Pure Cotton Hand Embroidered Tunic, Top, Kurti, Blouse",missing,"Clothing, Shoes & Jewelry ", Women , Clothing ,Tunics,,
371,B00847JCGY," Lingerie, Sleep & Lounge ",missing,Opacitrique 100% nylon tricot Country of origin: Imported. Care: Machine wash warm and tumble dry low. Do not bleach. Warm iron as needed.,missing,"Shadowline Flare 30"" Half Slip (47116)",missing,"Clothing, Shoes & Jewelry ", Women , Clothing , Lingerie , Slips ,Half Slips
372,B00847T16K, Boots ,missing,"100% Leather Imported Synthetic sole Shaft measures approximately 6.75"" from arch Heel measures approximately 2.25"" Boot opening measures approximately 11"" around",missing,Lucky Brand Women's Tablita,missing,"Clothing, Shoes & Jewelry ", Women , Shoes ,Ankle & Bootie,,
373,B00848U758, Athletic ,missing,"100% Polyester and Nylon Imported Rubber sole Heel measures approximately 1"" Platform measures approximately 0.75"" Sporty sandal featuring strappy upper with three adjustable hook-and-loop closures EVA midsole for lightweight cushioning,Nylon shank stabilizes and supports your foot on uneven terrain",missing,Teva Men's Terra Fi Lite Sandal,missing,"Clothing, Shoes & Jewelry ", Men , Shoes ,Sport Sandals & Slides,,
374,B00849DIJ4,Sandals,missing,"100% Leather Imported Rubber sole Waterproof leather and suede thong with thick, cushioned midsole Compression-molded, microfiber-covered EVA footbed Microban anti-odor lining",missing,Teva Men's Jetter Thong Sandal,missing,"Clothing, Shoes & Jewelry ", Men , Shoes ,,,
375,B00849F284, Athletic ,missing,"100% Synthetic Imported Rubber sole Heel measures approximately 1.5"" Platform measures approximately 1"" Two-tone slide sandal in waterproof, synthetic leather featuring striped outer side with logo Contoured footbed Original Spider Rubber outsole for traction",missing,Teva Men's Jetter Slide Sandal,missing,"Clothing, Shoes & Jewelry ", Men , Shoes ,Sport Sandals & Slides,,
376,B00849FLW6,Pencil Sharpeners,unavailable,"This fits your .     Make sure this fitsby entering your model number.    P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) Auto Safe Sharpening- Electric pencil sharpener start working when pressing down the pencil and will auto stop working at a perfect point or release the pressure on the pencil.Fit for 6-8mm diameter #2 pencils, colored pencils, charcoal pencils, etc Fast Sharpening & Time Saving- The electric sharpener with premium quality blades which is good enough to produce a well-sharpened point. only 5 seconds to sharpen, giving you a stunning shave experience.Specially designed for kids, students, teachers, artists, engineers, industrial designers, etc Portable & Kids Friendly- The proper size make the school pencil sharpener be a real space saver. easily taking in pencil box or school bag. 8mm diameters shaving entrance could prevent kids' fingers from entering to avoid hurting. portable and safe for kids Multiple drive- The battery operated pencil sharpener can be powered by 2 AA batteries or USB cable, convenient to use when connect with power bank, laptop etc.",missing,"Electric Pencil Sharpener,Pencil Sharpener for No.2 Pencils and Colored Pencils,Electrical Automatic Sharpener with Auto Stop Feature",missing,Office Products , Office & School Supplies , Writing & Correction Supplies ,,,
377,B0084AVW7I, Jackets & Coats ,missing,"Fleece,Polyester Imported Machine Wash SOFT FABRIC: This Columbia Men's Steens Mountain Full Zip 2.0 fleece is crafted of soft 100% polyster MTR filament fleece for ultimate warmth. HANDY FEATURES: This Columbia men's fleece jacket features two side zippered security pockets to keep your small items secure. ULTIMATE COMFORT: With a collared neck and zippered closure, this Columbia men's fleece jacket is designed to give you ultimate comfort and warmth during cold winter days. CLASSIC FIT: With a modern classic fit, Columbia's Steens Mountain Full Zip 2.0 fleece is lightweight with an active cut for comfortable outdoor activity. Columbia's Steens Mountain Full Zip 2.0 fleece is an outdoor staple during cold winters for it's ultimate warmth and comfort.",missing,Columbia Men's Big and Tall Steens Mountain Big & Tall Full Zip 2.0,missing,"Clothing, Shoes & Jewelry ", Men , Clothing ,Fleece,,
378,B0084AXK7I, Jackets & Coats ,missing,"Fleece,Polyester Imported Machine Wash SOFT FABRIC: This Columbia Men's Steens Mountain Full Zip 2.0 fleece is crafted of soft 100% polyster MTR filament fleece for ultimate warmth. HANDY FEATURES: This Columbia men's fleece jacket features two side zippered security pockets to keep your small items secure. ULTIMATE COMFORT: With a collared neck and zippered closure, this Columbia men's fleece jacket is designed to give you ultimate comfort and warmth during cold winter days. CLASSIC FIT: With a modern classic fit, Columbia's Steens Mountain Full Zip 2.0 fleece is lightweight with an active cut for comfortable outdoor activity. Columbia's Steens Mountain Full Zip 2.0 fleece is an outdoor staple during cold winters for it's ultimate warmth and comfort.",missing,Columbia Men's Big and Tall Steens Mountain Big & Tall Full Zip 2.0,missing,"Clothing, Shoes & Jewelry ", Men , Clothing ,Fleece,,
379,B0084B79GU, Jackets & Coats ,missing,"Black - 64% Wool/36% Polyester, Charcoal - 58% wool/40% polyester/2% nylon Imported Dry clean only Inner zipped mock collar in wool Three exterior pockets Three interior pockets Double zipped-up layers ensure warmth on the road in Calvin Klein's car coat.",missing,Calvin Klein Men's Wool Car Coat With Bib,missing,"Clothing, Shoes & Jewelry ", Men , Clothing ,Wool & Blends,,
380,B0084BBQ7I, Novelty ,unavailable,"100% Cotton Officially Licensed Merchandise Music, Sports & Entertainment Merchandise Quality Products Detailed Graphic Artwork Design",missing,Adventure Time - Jake in Pocket T-Shirt Size S,missing,"Clothing, Shoes & Jewelry ", Novelty & More , Clothing , Men , Shirts ,T-Shirts
381,B0084BITBO,,unknown color,unknown details,missing,unknown product name,missing,unknown category,,,,,
382,B0084DY13W,Jeans,missing,99% Cotton/1% Spandex Imported Machine Wash Wide boot-cut jean in dark-tone denim with fading through knees and contrast stitching Signature embroidery on back pockets Zip fly with button closure,missing,Silver Jeans Co. Silver Women's Suki Bootcut Jean,missing,"Clothing, Shoes & Jewelry ", Women , Clothing ,,,
383,B0084EFW7K,Kids' Backpacks,missing,"This fits your .     Make sure this fitsby entering your model number.    P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) cushioned adjustable shoulder straps 1 for each sidekick sold will benefit children's scholarship fund",missing,"Stephen Joseph Little Boys' Sidekick Backpack, Dino, One Size",missing,"Clothing, Shoes & Jewelry ", Luggage & Travel Gear , Backpacks ,,,
384,B0084ERR6Y,Pumps,missing,Synthetic Synthetic sole Platform measures approximately 1 Made in China Man Made Upper Man Made Sole Heel Height: Over 5 Inch This Shoe Fits True To Size.,missing,Carlos by Carlos Santana Women's Sexy,missing,"Clothing, Shoes & Jewelry ", Women , Shoes ,,,
385,B0084FXBRW, Athletic ,missing,"100% Fabric Imported item contains fur Rubber sole Heel measures approximately 1.25"" Platform measures approximately 0.25 Athletic sandal featuring layered straps with hook-and-loop closures at counter, ankle, and toe",missing,Teva Women's Terra FI Lite Sandal,missing,"Clothing, Shoes & Jewelry ", Women , Shoes ,Sport Sandals & Slides,,
386,B0084FZQI4," Lingerie, Sleep & Lounge ",unavailable,81% Nylon/19% Spandex Imported Hand Wash Contour bra featuring lace along sides and center panel Underwire support Wide adjustable shoulder straps Three hook-and-eye closures at back,missing,Bali Women's One Smooth U with Lace-Side Support Bra,missing,"Clothing, Shoes & Jewelry ", Women , Clothing , Lingerie , Bras ,Everyday Bras
387,B0084GVL7I, Athletic ,missing,100% Synthetic Imported Lug Sole sole Athletic sandal featuring drainable open-construction design and adjustable straps with hook-and-loop closures Shock-absorbing ShocPad technology in heel Microfiber footbed Spider Rubber outsole for traction and durability,missing,Teva Women's Zirra Lite Sandal,missing,"Clothing, Shoes & Jewelry ", Women , Shoes ,Sport Sandals & Slides,,
388,B0084GZS8Q,Flats,missing,"100% Leather Imported Rubber sole Heel measures approximately 2.75"" Platform measures approximately 0.75"" Mary jane featuring asymmetric strap with hook-and-loop closure and cork-wrapped wedge heel Mixed-texture toe box Padding at forefoot and heel",missing,Teva Women's Riviera Mary Jane Wedge,missing,"Clothing, Shoes & Jewelry ", Women , Shoes ,,,
389,B0084HDXU0, Athletic ,missing,100% Textile Imported Rubber sole Open-toe sandal with synthetic forefoot webbing straps and water channeling lug pattern Hook-and-loop instep adjustment strap Cushioning sponge EVA midsole Anti-odor footbed Grippy Spider365 outsole,missing,Teva Kayenta Studded Women's Walking Sandals - SS15,missing,"Clothing, Shoes & Jewelry ", Women , Shoes ,Sport Sandals & Slides,,
390,B0084HO9NU, Sandals ,missing,"100% Leather Imported Rubber sole Heel measures approximately 1.75"" Platform measures approximately 0.5"" Open-toe wedge sandal featuring adjustable hook-and-loop strap closure Suede footbed for luxurious feel and comfort Durabrasion rubber outsole",missing,Teva Women's Cabrillo Universal Wedge Sandal,missing,"Clothing, Shoes & Jewelry ", Women , Shoes ,Platforms & Wedges,,
391,B0084HOKCA,Fashion Sneakers,missing,100% Textile Imported Rubber sole Casual sneaker with lace-up vamp and striped wraparound midsole Mush-infused insole for comfort PedalLINK outsole for traction on bicycle pedals,missing,Teva Women's Freewheel Canvas Fashion Sneaker,missing,"Clothing, Shoes & Jewelry ", Women , Shoes ,,,
392,B0084NJQC8,,missing,100% Cotton Imported Button closure Hand Wash Straight-leg jean in uninterrupted wash featuring five-pocket styling Zip fly with button closure,missing,Dockers Men's Jean Cut Straight-Fit Pant,missing,"Clothing, Shoes & Jewelry ", Men ,Clothing,,,
